Region,Birth Rate,CO2 Emissions,Energy Usage,GDP,Health Exp/Capita,Lending Interest,Life Expectancy Female,Life Expectancy Male,Population Total
Middle East,0.013,16656,5426,28829850746,529,0.1,81,76,4186088
Middle East,0.022,41067,18679,60743823637,473,0.071,78,73,2593523
Middle East,0.013,67997,23642,115270000000,1590,0.068,79,77,1359114
Middle East,0.022,418240,154076,519797000000,566,,76,73,26366358
Middle East,0.026,67700,23052,,90,0.102,77,73,20346056
Middle East,0.016,158935,58347,315475000000,1353,,77,75,6798635
Middle East,0.033,22207,7208,30397203369,69,0.18,63,61,21703571
Oceania,,,,,,,,,57053
Oceania,0.014,387635,122519,1055510000000,4237,0.089,84,79,21249200
Oceania,0.022,1078,,3629936625,154,0.08,72,66,843851
Oceania,0.017,869,,,,,78,73,262877
Oceania,0.018,,,,,,80,75,158310
Oceania,0.024,55,,135044456,183,,70,64,94832
Oceania,,99,,152565763,569,,,,52245
Oceania,0.024,99,,261339642,323,0.144,69,68,104498
Oceania,0.016,3282,,,,,81,72,243985
Oceania,0.015,34264,17412,130459000000,2820,0.089,82,78,4268900
Oceania,0.031,3476,,8010370370,56,0.092,64,60,6550877
Oceania,0.029,161,,573939144,153,0.127,75,69,183444
Oceania,0.034,198,,608292552,72,0.144,68,65,503541
Oceania,0.028,161,,346850176,207,0.125,75,69,102947
Oceania,0.028,92,,607983815,99,0.053,72,68,225398
The Americas,0.018,458,,1347407407,702,0.104,77,73,85349
The Americas,0.017,190057,77794,406004000000,686,0.195,79,72,39676083
The Americas,0.011,2288,,2791960894,,0.112,77,72,101344
The Americas,0.016,1045,,8246650000,1729,0.055,77,71,348340
The Americas,0.013,1635,,4541550000,996,0.1,77,72,277634
The Americas,0.025,407,,1369500000,237,0.141,76,70,293544
The Americas,0.013,389,,6109928000,,,82,77,65273
The Americas,0.027,13773,5973,16674324634,84,0.139,68,64,9834098
The Americas,0.016,387675,248594,1653510000000,714,0.473,76,69,191765567
The Americas,0.011,544975,264724,1542560000000,4623,0.047,83,78,33245773
The Americas,,631,,,,,,,52912
The Americas,0.015,71224,30310,179858000000,732,0.133,82,76,16831184
The Americas,0.02,66439,29208,244057000000,358,0.172,77,69,45153037
The Americas,0.016,8647,4586,29831167681,593,0.158,81,77,4532711
The Americas,0.01,30443,10566,60806200000,584,,80,76,11296355
The Americas,0.014,,,,,,79,72,144971
The Americas,,128,,452222222,316,0.091,,,70883
The Americas,0.023,21019,7104,45796187338,244,0.199,76,69,9750195
The Americas,0.022,29670,10973,61762635000,268,,78,72,14512402
The Americas,0.021,6546,4499,21431000000,216,,76,67,6151776
The Americas,0.015,638,,1739579594,,,73,68,56328
The Americas,0.019,260,,825925911,474,0.095,74,70,103932
The Americas,0.033,11441,8157,39136441799,199,0.134,74,67,13648307
The Americas,0.022,1558,,1922598121,165,0.146,68,63,775739
The Americas,0.027,2428,2927,6548530572,36,0.178,63,59,9638255
The Americas,0.028,8672,4648,13789720387,159,0.179,75,70,7322368
The Americas,0.016,11947,4078,13676837630,272,0.168,75,70,2671934
The Americas,0.02,471444,181876,1099070000000,598,0.087,79,74,114968039
The Americas,0.025,4386,2903,8491371523,105,0.132,76,70,5667983
The Americas,0.021,7576,3053,24884000000,473,0.082,80,74,3553480
The Americas,0.025,4353,4348,18504128632,167,0.258,74,70,6236005
The Americas,0.021,41279,15044,121383000000,255,0.237,76,71,28625628
The Americas,0.012,,,93639316000,,,83,75,3760866
The Americas,0.013,,,,,,77,72,40459
The Americas,,249,,734814815,603,0.087,,,51110
The Americas,0.017,396,,1184074074,503,0.101,77,71,172734
The Americas,0.017,,,,,,82,75,29376
The Americas,0.018,202,,695555556,299,0.095,74,70,109158
The Americas,0.019,2442,,3532969035,406,0.122,73,67,515372
The Americas,0.015,42541,19563,28165793618,924,0.124,73,66,1316449
The Americas,,158,,,,,,,29481
The Americas,0.014,5656839,2277034,14720300000000,7769,0.051,81,76,304093966
The Americas,0.015,8331,4153,30366148205,722,0.124,80,73,3348898
The Americas,0.021,186812,69597,315600000000,633,0.224,77,71,28120312
The Americas,0.012,,,,,,82,76,107091
Africa,0.024,124586,40823,137212000000,174,0.08,72,69,36383302
Africa,0.047,27836,12586,75492417649,174,0.157,52,49,18926650
Africa,0.038,4756,3439,6585134688,32,,60,57,9240783
Africa,0.025,4397,2023,10106837286,318,0.138,46,47,1951715
Africa,0.043,1665,,8348156389,41,,55,54,15094967
Africa,0.045,180,,1739781536,14,0.141,54,51,8926687
Africa,0.039,6674,6914,22165009363,56,,54,52,20103945
Africa,0.035,235,,1981728179,17,,49,46,4266247
Africa,0.048,444,,9253484290,28,,50,49,11371325
Africa,0.038,125,,535199686,31,0.105,61,59,666097
Africa,0.044,2721,22925,18262773766,17,0.654,50,47,60486276
Africa,0.039,1885,1416,9593536719,54,,58,55,3995146
Africa,0.036,5856,9489,23041633638,84,,50,48,18601342
Africa,0.029,532,,1198997305,100,0.111,61,58,821865
Africa,0.024,197871,71465,188984000000,118,0.12,73,68,76775023
Africa,0.037,4620,,9380412630,861,,52,50,676851
Africa,0.039,513,726,1856695550,10,,63,58,5557889
Africa,0.035,6659,32378,31843357840,15,,62,59,84838032
Africa,0.033,81,1925,12031268402,291,,63,61,1519155
Africa,0.043,436,,900629373,25,0.27,59,57,1628332
Africa,0.033,7444,9320,25978563316,56,,61,59,23691533
Africa,0.039,1228,,4609923720,28,,56,54,10593248
Africa,0.039,235,,832530157,36,,55,52,1550905
Africa,0.037,12350,18897,30716343757,36,0.148,60,57,39824734
Africa,0.028,26,,1708772782,84,0.13,47,46,1989873
Africa,0.038,528,,1155146230,43,0.142,60,58,3821440
Africa,0.022,67674,20286,62360446571,349,0.06,77,73,5964325
Africa,0.036,1822,,8550363829,19,0.45,64,61,20495695
Africa,0.041,1060,,5030639934,29,0.253,53,53,14573338
Africa,0.048,612,,8964480570,45,,53,54,13559296
Africa,0.036,2211,,3027032864,46,0.195,62,59,3516077
Africa,0.012,3865,,8834661043,357,0.093,77,69,1275032
Africa,0.021,49541,15054,90908402631,165,,72,68,31276564
Africa,0.041,2574,9554,9674037707,25,0.157,50,48,23361025
Africa,0.027,3183,1497,8724107049,326,0.111,64,59,2143498
Africa,0.05,1085,,5397121962,27,,57,56,15302948
Africa,0.042,71719,109255,169481000000,74,0.184,51,51,155381020
Africa,0.037,576,,5208687775,50,0.161,63,60,10529668
Africa,0.037,92,,196473839,94,0.311,68,64,173240
Africa,0.039,5849,3270,12812994670,49,,64,61,12586827
Africa,0.018,755,,847424852,250,0.153,78,68,87298
Africa,0.039,653,,2453972797,74,0.222,45,44,5641182
Africa,0.046,594,,,,,55,52,9380854
Africa,0.022,503941,142761,284183000000,484,0.117,55,52,50222996
Africa,0.038,,,13298986925,30,,54,52,9520571
Africa,0.035,14056,16297,52839990731,112,,63,60,34853178
Africa,0.031,1023,,3144680749,227,0.114,48,48,1173678
Africa,0.041,6447,19345,21368165400,28,0.15,59,57,43639752
Africa,0.038,1503,2628,3163000591,37,,56,54,6144457
Africa,0.018,24807,9193,43454935940,259,,77,73,10439600
Africa,0.045,3366,,14824492062,42,0.21,57,56,32864328
Africa,0.043,2156,7842,12805029522,64,0.221,54,52,12825031
Africa,0.032,8735,8747,8157077422,,,51,51,12888918
Asia,0.039,6524,,12486950469,35,0.15,60,58,27708187
Asia,0.014,4353,2610,8647936748,132,0.188,78,71,2968154
Asia,0.017,42629,11937,44291490421,288,0.2,73,67,8947243
Asia,0.021,52328,29131,89356650349,22,0.146,70,68,149503100
Asia,0.021,389,,1264758198,82,0.138,67,66,704542
Asia,0.017,9094,3043,10732366286,766,0.055,80,76,394400
Asia,0.026,4052,4907,10401935532,46,,73,68,14144225
Asia,0.012,7692211,2286137,4990230000000,189,0.053,76,73,1331260000
Asia,0.014,6058,3096,10766836277,249,0.179,77,70,4410900
Asia,0.012,36996,14933,214046000000,,0.05,86,80,6972800
Asia,0.022,1982263,698360,1365370000000,44,0.122,67,64,1190138069
Asia,0.02,453106,199782,539580000000,64,0.145,72,68,237486894
Asia,0.009,1100650,472174,5035140000000,3746,0.017,86,80,127557958
Asia,0.022,214087,63417,115309000000,328,,74,64,16092701
Asia,0.014,74686,19358,,,,72,65,24371865
Asia,0.009,509376,229178,901935000000,1204,0.056,84,77,49182038
Asia,0.025,6480,2484,4690062255,61,0.23,73,65,5383300
Asia,0.029,1811,,5832882922,34,0.248,68,65,6267968
Asia,0.009,1302,,21313263933,,0.053,82,77,521617
Asia,0.018,203882,69858,202251000000,285,0.051,77,72,27790324
Asia,0.022,1067,,1984639641,475,0.13,77,75,319660
Asia,0.023,11052,3252,4583834427,111,0.217,71,63,2672223
Asia,0.018,10392,14246,,13,0.17,66,62,51540490
Asia,0.024,3506,9986,12899651884,29,0.08,68,66,26544943
Asia,0.027,157890,83197,167875000000,28,0.145,67,65,170093999
Asia,0.025,74785,38102,168334000000,78,0.086,72,65,91886400
Asia,0.01,24767,28262,192406000000,1704,0.054,84,79,4987600
Asia,0.019,12831,9082,42067974595,68,0.157,77,71,20450000
Asia,0.032,2893,2333,4979481980,40,0.226,70,64,7447396
Asia,0.011,276587,107300,263711000000,164,0.06,77,70,66277335
Asia,0.037,183,,826700000,50,0.112,67,64,1049156
Asia,0.022,48525,19873,20214385965,86,,69,61,4978962
Asia,0.023,116607,44831,32816828373,64,,71,65,27767400
Asia,0.017,140057,53450,106015000000,72,0.101,80,71,86025000
Europe,0.013,3880,2068,12044212904,230,0.127,80,74,2884303
Europe,0.01,517,,,2762,,,,78659
Europe,0.009,62262,31963,383734000000,5125,,83,77,8365275
Europe,0.011,60293,26737,49208656976,314,0.117,76,65,9507000
Europe,0.012,104194,57096,473254000000,4664,0.095,83,77,10796493
Europe,0.009,30590,6161,17082889410,440,0.079,78,73,3853446
Europe,0.011,42805,17512,48568714012,463,0.113,77,70,7444443
Europe,0.01,21555,8722,62202619240,1095,0.116,80,73,4429078
Europe,0.012,8141,2525,23542650736,2115,,81,77,1090553
Europe,0.011,108121,42044,197187000000,1498,0.06,80,74,10443936
Europe,0.011,44503,18358,310545000000,6464,,81,77,5523095
Europe,0.012,14745,4749,19406617022,968,0.094,80,70,1334515
Europe,,667,,2198138372,,,84,78,49600
Europe,0.011,53168,33259,239383000000,4121,,83,77,5338871
Europe,0.013,356924,253469,2619690000000,4776,,85,78,64702921
Europe,0.008,732249,313249,3298220000000,4727,,83,77,81902307
Europe,0.011,94902,29436,321016000000,2861,,83,78,11187085
Europe,0.01,48676,24859,126632000000,977,0.11,78,70,10022650
Europe,0.016,2054,5384,12115441517,3696,0.19,84,80,318499
Europe,0.017,40623,14364,225443000000,5040,,83,78,4535375
Europe,,,,,,,,,83293
Europe,0.01,401592,164858,2111150000000,3306,0.048,85,79,59095365
Europe,0.019,,2435,5620572910,,0.141,72,68,1761474
Europe,0.01,6824,4403,25875781250,784,0.162,78,68,2141669
Europe,0.011,,,4826167676,,,84,80,35851
Europe,0.012,12578,8766,37050081723,836,0.084,79,68,3162916
Europe,0.011,10249,3956,49420751774,8127,,83,78,497783
Europe,0.011,11408,2811,9313573965,306,0.101,77,72,2100558
Europe,0.01,2497,777,8099400961,1669,0.045,83,78,412477
Europe,0.012,4547,3171,5439422031,190,0.205,72,65,3565604
Europe,,,,5557579883,6458,,,,36314
Europe,0.012,1822,994,4158135026,424,0.094,77,72,619408
Europe,0.011,169650,78175,796333000000,5740,0.02,83,79,16530388
Europe,0.013,47077,29775,378849000000,7944,0.043,83,79,4828726
Europe,0.011,298787,94002,430917000000,813,,80,72,38151603
Europe,0.009,57411,24152,234119000000,2382,,82,76,10568247
Europe,0.011,80307,34882,164344000000,431,0.173,77,70,20367487
Europe,0.012,1574368,646915,1222640000000,525,0.153,75,63,141909244
Europe,0.011,,,,3548,0.057,86,80,30698
Europe,0.01,46127,15177,40249472482,577,0.118,76,71,7320807
Europe,0.011,33890,16735,87239747152,1475,,79,71,5386406
Europe,0.011,15310,7097,49208375314,2235,0.059,82,76,2039669
Europe,0.011,288237,127732,1454340000000,3058,,85,79,46362946
Europe,0.012,43744,45407,405783000000,4357,,83,79,9298515
Europe,0.01,41598,26968,509466000000,7277,0.028,84,80,7743831
Europe,0.018,277845,97661,614554000000,580,,77,70,71241080
Europe,0.011,261813,114420,117228000000,198,0.209,75,64,46053300
Europe,0.013,475108,196485,2208000000000,3512,0.006,82,78,62276270
Middle East,0.017,24169,9340,22938464723,729,0.079,77,75,1191539
Middle East,0.019,577483,213423,362661000000,357,0.12,75,71,73542954
Middle East,0.033,106651,32846,111660000000,143,0.156,72,65,30163199
Middle East,0.022,67029,21463,205790000000,1973,0.042,83,80,7485600
Middle East,0.029,21254,7458,23818322918,368,0.092,75,72,5915000
Middle East,0.021,81869,30815,105911000000,1463,0.062,75,73,2850102
Middle East,0.013,20917,6652,35139635158,604,0.096,81,77,4246924
Middle East,0.022,40264,18279,48242913263,511,0.074,78,74,2663224
Middle East,0.012,66120,24942,97798348830,1647,0.07,79,77,1564082
Middle East,0.021,431027,175675,429098000000,582,,77,73,26796375
Middle East,0.025,62112,21233,,95,0.1,77,73,21031546
Middle East,0.016,162602,60672,254803000000,1336,,77,75,7718319
Middle East,0.033,23058,7764,27838718233,65,0.18,64,61,22229625
Oceania,,,,,,,,,56245
Oceania,0.014,395094,122108,926710000000,4118,0.06,84,79,21691700
Oceania,0.022,847,,2925499821,143,0.079,72,66,852479
Oceania,0.017,873,,,,,78,73,265412
Oceania,0.018,,,,,,81,75,158621
Oceania,0.024,40,,127125253,143,,70,65,96272
Oceania,,103,,151560778,551,,,,52341
Oceania,0.024,99,,277510923,357,0.154,69,68,103983
Oceania,0.016,2849,,,,,81,72,245580
Oceania,0.014,32325,17469,118953000000,2702,0.067,83,79,4315800
Oceania,0.031,3333,,7914594203,50,0.101,64,60,6704829
Oceania,0.028,161,,501065927,160,0.121,75,69,184704
Oceania,0.033,198,,597765363,91,0.153,68,66,514964
Oceania,0.028,172,,318522296,145,0.125,75,69,103557
Oceania,0.028,117,,610075807,103,0.055,73,69,230833
The Americas,0.017,499,,1206296296,638,0.101,78,73,86300
The Americas,0.017,179639,76075,378496000000,726,0.157,79,72,40023641
The Americas,0.011,2296,,2498932961,,0.108,77,72,101418
The Americas,0.016,1643,,7820420000,1640,0.055,78,71,354492
The Americas,0.013,1624,,4592650000,1025,0.092,77,72,279006
The Americas,0.025,414,,1338500000,259,0.141,76,70,301016
The Americas,0.012,466,,5806378000,,,82,77,65636
The Americas,0.027,14408,6203,17339992165,100,0.124,68,64,9993406
The Americas,0.016,367147,240464,1620190000000,733,0.447,77,69,193490922
The Americas,0.011,513937,251326,1370840000000,4528,0.024,83,79,33628571
The Americas,0.016,587,,,,,,,54275
The Americas,0.014,67267,29484,172323000000,760,0.073,82,76,16991729
The Americas,0.02,70850,30815,233822000000,358,0.13,77,70,45802561
The Americas,0.016,7818,4561,29382692643,619,0.197,81,77,4601424
The Americas,0.01,29901,12346,62078610000,651,,81,77,11288826
The Americas,0.013,,,,,,80,72,145890
The Americas,,128,,482592593,342,0.1,,,70996
The Americas,0.022,20323,6941,46484962937,256,0.181,76,70,9884265
The Americas,0.022,30473,12678,62519686000,302,,78,73,14756424
The Americas,0.021,6476,4214,20661000000,228,,76,67,6183484
The Americas,0.016,557,,1267711816,,,73,68,56323
The Americas,0.019,253,,771481468,462,0.11,75,70,104296
The Americas,0.033,11844,9318,37733606156,190,0.138,74,67,13988988
The Americas,0.022,1555,,2025565089,165,0.145,68,63,781055
The Americas,0.027,2263,2732,6584649419,43,0.173,63,60,9765153
The Americas,0.027,7866,4453,14587485644,173,0.194,75,70,7469844
The Americas,0.016,8592,3022,12125023181,229,0.164,75,70,2681386
The Americas,0.02,446237,175752,895313000000,526,0.071,79,74,116422752
The Americas,0.024,4496,2903,8380736990,109,0.14,77,70,5743329
The Americas,0.021,8636,3367,25925100000,541,0.082,80,74,3615846
The Americas,0.025,4518,4476,15929903100,187,0.283,74,70,6347383
The Americas,0.021,47356,17200,121204000000,234,0.21,76,71,28934303
The Americas,0.012,,,96385638000,,,82,74,3740410
The Americas,,,,,,,78,73,39133
The Americas,,260,,708888889,686,0.088,,,51731
The Americas,0.017,385,,1180000000,537,0.106,77,72,175200
The Americas,0.017,,,,,,82,75,29820
The Americas,0.017,202,,674814815,317,0.092,74,70,109249
The Americas,0.019,2468,,3875409836,457,0.117,73,67,520173
The Americas,0.015,48177,20277,19332270662,887,0.119,73,66,1322518
The Americas,,161,,,,,,,30247
The Americas,0.014,5311840,2164458,14417900000000,8009,0.033,81,76,306771529
The Americas,0.015,7891,4134,30461322555,803,0.153,80,73,3360431
The Americas,0.021,185341,69597,329419000000,665,0.199,77,71,28583040
The Americas,0.012,,,,,,82,76,106707
Africa,0.025,123475,40105,161207000000,181,0.08,72,69,37062820
Africa,0.046,30418,13378,82470894868,144,0.225,52,49,19549124
Africa,0.038,5189,3653,6558416322,30,,60,57,9509798
Africa,0.024,5233,2263,13746712706,394,0.115,46,47,1969341
Africa,0.043,1683,,9209288383,41,,56,54,15540284
Africa,0.045,308,,2026864414,19,0.124,54,51,9232753
Africa,0.039,7235,6944,22493301699,57,,55,53,20624343
Africa,0.035,264,,1986014759,18,,50,46,4349921
Africa,0.047,469,,10657705072,29,,51,49,11720781
Africa,0.037,139,,543376206,27,0.105,62,59,683081
Africa,0.044,3040,23766,20523286237,15,0.565,51,47,62191161
Africa,0.039,2028,1511,12007880067,67,,59,56,4111715
Africa,0.037,5805,9800,22920779598,83,,50,49,18976588
Africa,0.028,539,,1128611700,111,0.103,62,59,834036
Africa,0.024,204776,73575,218888000000,126,0.11,73,68,78075705
Africa,0.037,4679,,11586407487,757,,53,50,696167
Africa,0.038,513,745,2117039511,12,,64,59,5741159
Africa,0.035,6494,33250,29385611867,14,,63,60,87095281
Africa,0.033,2574,1984,14569527125,322,,63,61,1556222
Africa,0.043,473,,951805801,27,0.27,59,57,1680640
Africa,0.032,8999,10011,32174210793,70,,62,60,24262901
Africa,0.038,1236,,4735956476,27,,56,55,10876033
Africa,0.039,238,,835390893,38,,55,52,1586624
Africa,0.037,12427,19719,32440133261,35,0.144,61,58,40909194
Africa,0.028,18,,2175685681,118,0.112,48,47,2008921
Africa,0.037,799,,1292696476,43,0.142,60,59,3957990
Africa,0.022,59035,21611,74755288917,389,0.06,77,73,6040612
Africa,0.035,2013,,8704983553,19,0.49,65,62,21079532
Africa,0.041,1239,,5398616985,30,0.246,54,53,15013694
Africa,0.048,623,,9422267260,46,,54,54,13985961
Africa,0.035,2215,,3526946625,58,0.17,63,60,3609420
Africa,0.012,4118,,9718331363,427,0.089,77,69,1280924
Africa,0.022,50608,16183,90770671432,168,,72,68,31642360
Africa,0.041,2882,9875,9274448732,22,0.163,50,48,23967265
Africa,0.027,3176,1552,11141417478,416,0.097,65,60,2178967
Africa,0.05,1412,,5718589550,24,,57,57,15893746
Africa,0.042,78910,115138,369062000000,80,0.176,52,51,159707780
Africa,0.037,594,,5624809049,56,0.167,64,61,10836732
Africa,0.036,99,,201037917,86,0.289,68,64,178228
Africa,0.039,7059,3426,12932427724,48,,64,61,12950564
Africa,0.017,704,,973355738,394,0.127,78,69,89770
Africa,0.038,689,,2578159463,69,0.213,45,45,5751976
Africa,0.045,609,,,,,56,52,9636173
Africa,0.022,460124,142291,365208000000,615,0.098,56,53,50895698
Africa,0.037,,,16338510934,32,,54,52,9940929
Africa,0.035,14173,16605,65632237471,119,,63,60,35652002
Africa,0.031,1023,,3891563478,261,0.098,48,49,1193148
Africa,0.041,6846,20043,22915004297,37,0.145,60,58,44973330
Africa,0.037,1540,2692,3172945506,37,,56,55,6306014
Africa,0.019,25878,9674,44054072936,282,,77,73,10549100
Africa,0.045,3784,,16030996179,43,0.202,58,56,33987213
Africa,0.043,2428,8054,16190196832,75,0.209,56,53,13216985
Africa,0.032,9428,9000,9456808151,,,54,53,13076978
Asia,0.038,8236,,15936784436,43,0.157,61,58,28397812
Asia,0.014,4221,2483,9260287416,143,0.192,78,71,2963496
Asia,0.018,45731,11586,52902703376,310,0.207,74,67,9054332
Asia,0.021,56153,30756,100360000000,24,0.13,70,69,151125475
Asia,0.021,477,,1585396256,90,0.14,67,67,716939
Asia,0.017,9160,3240,12369708859,844,0.055,80,76,400569
Asia,0.026,4180,5024,11242266334,46,,73,68,14364931
Asia,0.012,8286892,2516731,5930500000000,216,0.058,76,74,1337705000
Asia,0.014,6241,3122,11638536862,267,0.158,77,70,4452800
Asia,0.013,36289,13838,228638000000,,0.05,86,80,7024200
Asia,0.021,2008823,723743,1708460000000,52,0.083,67,64,1205624648
Asia,0.02,433989,211296,709191000000,86,0.133,72,68,240676485
Asia,0.009,1170715,499092,5495390000000,4115,0.016,86,80,127450459
Asia,0.023,248729,74443,148047000000,398,,73,64,16321581
Asia,0.014,71624,18794,,,,72,66,24500520
Asia,0.009,567567,249964,1094500000000,1498,0.055,84,77,49410366
Asia,0.027,6399,2805,4794357795,60,0.315,74,65,5447900
Asia,0.028,1874,,7181441152,29,0.226,68,66,6395713
Asia,0.009,1030,,28359706123,,0.053,82,77,534626
Asia,0.018,216804,72645,247534000000,345,0.05,77,72,28275835
Asia,0.022,1074,,2134104884,379,0.104,78,76,325694
Asia,0.023,11511,3454,6200357070,143,0.201,71,63,2712738
Asia,0.018,8995,13997,,15,0.17,67,63,51931231
Asia,0.023,3755,10218,15994094607,36,0.08,68,66,26846016
Asia,0.027,161396,84311,177166000000,30,0.14,67,65,173149306
Asia,0.025,81591,40512,199589000000,90,0.077,72,65,93444322
Asia,0.009,13520,34280,236420000000,1893,0.054,84,79,5076700
Asia,0.018,12710,9844,49567521670,82,0.102,77,71,20653000
Asia,0.033,2860,2370,5642178580,44,0.242,70,64,7627326
Asia,0.011,295282,117429,318908000000,183,0.059,77,71,66402316
Asia,0.036,183,,934300000,46,0.11,68,64,1066409
Asia,0.022,53054,22675,22148070175,95,,69,61,5041995
Asia,0.023,104443,43747,39332770929,75,,71,65,28562400
Asia,0.016,150230,58912,115932000000,83,0.131,80,71,86932500
Europe,0.013,4283,2059,11926953259,207,0.128,80,74,2856673
Europe,0.01,517,,,2958,,,,77907
Europe,0.009,66897,34228,377680000000,5272,,83,78,8389771
Europe,0.011,62222,27686,55220932614,323,0.092,77,65,9490000
Europe,0.012,108947,60892,471218000000,4570,,83,78,10920272
Europe,0.009,31125,6451,16775919279,427,0.079,78,73,3845929
Europe,0.01,44679,17897,47726575741,480,0.111,77,70,7395599
Europe,0.01,20884,8564,58873994412,1051,0.104,80,74,4417781
Europe,0.012,7708,2443,23132450331,2012,,81,77,1103685
Europe,0.011,111752,44043,198494000000,1404,0.059,81,74,10474410
Europe,0.011,46303,19307,312949000000,6266,,81,77,5547683
Europe,0.012,18339,5568,19033475893,894,0.078,81,71,1331475
Europe,,711,,,,,84,79,49581
Europe,0.011,61844,36429,236706000000,3978,,83,77,5363352
Europe,0.013,361273,261157,2565040000000,4634,,85,78,65023142
Europe,0.008,745384,329769,3304440000000,4668,,83,78,81776930
Europe,0.01,86717,27615,294223000000,2442,,83,78,11153454
Europe,0.009,50583,25667,127503000000,1026,0.076,78,71,10000023
Europe,0.015,1962,5369,12564705489,3730,0.103,84,80,318041
Europe,0.017,40000,14219,209387000000,4320,,83,79,4560155
Europe,,,,,,,,,83992
Europe,0.009,406307,170239,2055360000000,3205,0.04,85,80,59277417
Europe,0.019,,2496,5740438192,,0.143,72,68,1775680
Europe,0.009,7616,4644,24009680460,742,0.096,78,69,2097555
Europe,0.009,,,,,,84,80,36120
Europe,0.012,13561,7052,36709511568,782,0.06,79,68,3097282
Europe,0.012,10829,4220,52053324635,7592,,84,78,506953
Europe,0.011,10873,2883,9338674078,309,0.095,77,73,2102216
Europe,0.009,2589,848,8163841060,1707,0.046,84,79,414508
Europe,0.012,4855,3426,5811604052,190,0.164,72,65,3562045
Europe,,,,5350993377,6431,,,,36845
Europe,0.012,2582,1174,4114881347,476,0.095,77,72,620078
Europe,0.011,182078,83426,777158000000,5676,0.018,83,79,16615394
Europe,0.013,57187,32338,420946000000,8694,,83,79,4889252
Europe,0.011,317254,101539,469799000000,860,,81,72,38183683
Europe,0.01,52361,23541,228939000000,2324,,82,76,10573100
Europe,0.011,78745,35031,164792000000,457,0.141,77,70,20246871
Europe,0.013,1740776,702292,1524920000000,669,0.108,75,63,142385523
Europe,0.011,,,,3319,0.054,86,80,30861
Europe,0.009,45962,15536,36990001284,546,0.173,77,71,7291436
Europe,0.011,36094,17828,87077443709,1446,,79,72,5391428
Europe,0.011,15328,7230,46999407184,2044,,83,76,2048583
Europe,0.01,269675,127749,1384840000000,2902,,85,79,46576897
Europe,0.012,52515,51315,463062000000,4694,,84,80,9378126
Europe,0.01,38757,26199,549105000000,7697,0.027,85,80,7824909
Europe,0.018,298002,105133,731168000000,680,,78,71,72137546
Europe,0.011,304805,132308,136419000000,231,0.159,76,65,45870700
Europe,0.013,493505,201829,2295520000000,3489,0.005,82,79,62766365
Middle East,0.016,24202,9472,25713547869,747,0.072,77,76,1251513
Middle East,0.019,571612,210678,422568000000,416,0.12,75,71,74462314
Middle East,0.032,114667,37845,142815000000,141,0.133,73,65,30962380
Middle East,0.022,70656,23195,231674000000,2165,0.05,84,80,7623600
Middle East,0.029,20821,7105,26425379367,361,0.09,75,72,6046000
Middle East,0.021,93696,32586,119935000000,1116,0.049,75,73,2991580
Middle East,0.013,20403,6382,38009950249,620,0.083,81,77,4341092
Middle East,0.022,57202,23158,58813004375,582,0.068,78,74,2802768
Middle East,0.012,70531,28973,125122000000,1496,0.073,79,77,1749713
Middle East,0.021,464481,192004,526811000000,663,,77,73,27258387
Middle East,0.025,61859,21649,,97,0.099,78,72,21532647
Middle East,0.016,167597,63099,287422000000,1283,,78,76,8441537
Middle East,0.032,21852,8360,31743751169,66,0.238,64,61,22763008
Oceania,0.019,,,,,,,,55636
Oceania,0.014,373081,122512,1141790000000,5138,0.073,84,80,22031800
Oceania,0.022,1291,,3225095136,154,0.075,72,66,860559
Oceania,0.017,884,,,,,78,73,268065
Oceania,0.018,,,,,,81,75,159440
Oceania,0.023,62,,150431114,162,,71,65,97743
Oceania,,103,,163200000,542,,,,52428
Oceania,0.024,103,,294117230,393,0.151,69,68,103619
Oceania,0.017,3920,,,,,79,73,250000
Oceania,0.015,31551,18287,143467000000,3260,0.063,83,79,4367800
Oceania,0.03,3135,,9480047959,57,0.104,64,60,6858945
Oceania,0.028,161,,572971727,201,0.107,76,69,186029
Oceania,0.033,202,,681587105,95,0.144,68,66,526447
Oceania,0.027,158,,369212477,172,0.115,75,69,104098
Oceania,0.027,117,,700804286,139,0.055,73,69,236299
The Americas,0.017,513,,1135555556,736,0.11,78,73,87233
The Americas,0.017,180512,78162,462704000000,751,0.106,79,72,40374224
The Americas,0.011,2321,,2467703911,,0.107,77,73,101597
The Americas,0.016,2464,,7888087000,1626,0.055,78,72,360498
The Americas,0.013,1503,,4433700000,978,0.087,77,72,280396
The Americas,0.024,422,,1398500000,265,0.139,76,70,308595
The Americas,0.012,477,,5744414000,,,82,77,65124
The Americas,0.026,15456,7341,19649631308,106,0.099,69,64,10156601
The Americas,0.016,419754,265887,2143070000000,989,0.4,77,70,195210154
The Americas,0.011,499137,250992,1614070000000,5273,0.026,83,79,34005274
The Americas,0.015,590,,,,,,,55509
The Americas,0.014,72258,30920,217502000000,894,0.048,82,76,17150760
The Americas,0.02,75680,32235,287018000000,418,0.094,77,70,46444798
The Americas,0.016,7770,4646,36298327670,750,0.171,82,77,4669685
The Americas,0.01,38364,11308,64328220000,583,,81,77,11281768
The Americas,0.014,,,,,,,,149311
The Americas,0.013,136,,475185185,400,0.095,,,71167
The Americas,0.022,20964,7178,50980167048,278,0.121,76,70,10016797
